,89,1,161.0,101.0
,90,1,161.0,121.0
,91,1,161.0,141.0
,92,1,162.0,142.0
,93,1,168.0,108.0
,94,1,169.0,149.0
,95,1,175.0,155.0
,96,1,176.0,156.0
,97,1,180.0,140.0
,98,1,181.0,121.0
,99,1,182.0,102.0
,100,1,184.0,144.0
,101,1,187.0,127.0
,102,1,194.0,154.0
,103,1,195.0,115.0
,104,1,196.0,136.0
,105,1,198.0,118.0
,106,1,224.0,144.0
,107,1,225.0,125.0
,108,1,226.0,146.0
,109,1,231.0,151.0
,110,1,255.0,95.0
,111,1,259.0,159.0
,112,1,266.0,126.0
,113,1,271.0,151.0
,114,1,472.0,152.0
,115,1,672.0,152.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
,116,0,0.0,0.0
